P01901859A0000|0 64|UDP-Gal:Gal beta 1----4GlcNAc alpha 1----3-galactosyltransferase
P03198525A0164|132 140|hd-1.d-1
P11112700A1936|132 139|plectin
P09011744A0790|132 138|Grin2c
P09869400A0203|132 138|germin
P10490816A0000|132 138|MEN 2B
P07713421A1435a|132 137|SxlM4
P07844142A0640|132 137|SRP54
P08449978A0000|132 137|Cdc28
P09605137A0677|132 137|LFA-3
P10958698A0485|132 137|Cse4p
P08441394A1297|132 137|c-myc
P07713421A1435b|132 137|SxlM4
P07935451T0000|132 136|RelA
P09121424A0296|132 136|Sthl
P09312025A0373|132 136|p110
P11113199A0800|132 136|ERK2
P11369700A0616|132 136|PU.1
P09482902A0423|132 136|CDK6
P09990315A0205|132 136|ERKs
P08152800A0357|132 136|PEA3
P09382924A0131|132 136|LMP7
P02123820A0000|132 135|MAO
P10713175A1399|132 135|ARF
P09482107A0551|132 135|C3G
P08637717A1231|132 135|p21
P10446912A0883|132 135|Sp1
P09311796A0218|132 135|TBP
P09147420T0000|132 135|IE2
P07936650A0656|132 135|BEC
P10602507A0652|132 135|p53
P02123029A0478|132 134|VH
P09212059A1856|132 134|PR
P02542612A0530|132 133|Z
P10775038A0142|132 133|s
P09564860A2139|132 133|G
P02165589A0000|133 177|steroid/thyroid hormone receptor superfamily
P10517675A0809|133 173|cyclin-dependent kinase inhibitor family
P11145743A0170|133 167|paired domain-containing protein 8
P03025655T0000|133 163|Fujinami sarcoma virus P130gag
P02166040A0385|133 162|P-enolypyruvate carboxykinase
P01285009A0000|133 155|viral thymidine kinase
P08412662A0333|133 154|8.0 kb EcoRI fragment
P08808707A0631|133 154|Jun N-terminal kinase
P09774444A0351|133 153|beta-globin promoter
P08439564A0883|133 152|porcine haptocorrin
P08622887A1026|133 152|GRE-2 and -3 motifs
P01324404A0813|133 151|HNF-3 beta protein
P02174974A0000|133 150|xylR gene product
P09813110A0982|133 150|C-terminal region
P09235998A0788|133 150|HMG-CoA reductase
P08622668A1155|133 149|C1 hnRNP protein
P10490955T0000|133 149|thrombospondin-1
P07798271A0330|133 146|Ets-1 protein
P10613863T0000|133 146|pfoA promoter
P11431348A0000|133 145|MAPK) kinase
P03192537A0370|133 144|human HMG-I
P08561893A0100|133 144|bHLH factor
P00055040A0000|133 143|fibrinogen
P09860979A0521|133 143|SH2-mutant
P08139017A1465|133 143|Ets-1 cDNA
P09132061A0828|133 143|peroxidase
P09701609A0116|133 143|Gbetagamma
P10846054A0573|133 143|LIYV RNA 1
P03001084A0406|133 142|psi alpha
P09328824A0000|133 142|TR) alpha
P09765271A1108|133 140|insulin
P10358075A0984|133 140|insulin
P10448036A0748|133 140|5 S RNA
P09560221A0282|133 139|cak1At
P10683259A0774|133 139|biotin
P01569584A0672|133 138|6F6.2
P09837945A0820|133 138|Sop1p
P10502402A0129|133 138|TRAIL
P09339900A0939|133 138|C/EBP
P10671520T0000|133 138|HIV-1
P08122370A0331|133 138|EHV-1
P02154599T0000|133 137|AP-1
P09642200A0956|133 137|ahaK
P08825556A0522|133 137|CREB
P07629122A0323|133 137|NIMA
P02158927A0000|133 137|OSM1
P09891061A1240|133 137|SpHE
P11504545A0393|133 137|CV-1
P01380062A0097|133 136|Y-3
P08643578A0532|133 136|TyA
P10722063A0328|133 136|v/v
P11355576A1125|133 136|pRb
P06997203A0325|133 136|PHA
P10825200T0000|133 136|Lck
P09712915A0672|133 136|Sp3
P10878398A0542|133 136|Epo
P10423292A0782|133 136|CRE
P10544088A0308|133 136|Tat
P08475104A0341|133 136|htk
P01995951A0000|133 136|Sp1
P08858211A0694|133 136|GST
P00512215A0000|133 135|f2
P10318806A0918|134 163|phosphatidylinositol 3-kinase
P11123912A0306|134 163|polyomavirus middle T antigen
P08049444A0351|134 160|A-T-rich binding protein 1
P09705258A0837|134 160|Escherichia coli lacZ gene
P02111015A0574|134 154|IFN response factors
P08457205A0240|134 154|mammalian G alpha 11
P07565731A1629|134 154|ARE-binding proteins
P01774063A0161|134 153|thrombospondin gene
P10557072A0418|134 153|carboxy-terminal (C
P07744954A0418|134 153|monoclonal antibody
P08219227A0830|134 152|wild-type sequence
P10406464A0687|134 152|vitamin D receptor
P11522626A1374|134 152|estrogen receptors
P10085088A0918|134 152|RNA-binding domain
P08637711A1121|134 151|Stat-binding site
P10523647A1001|134 151|AP-1 target genes
P09892662A0334|134 150|adenylyl cyclase
P08067123A0248|134 149|anti-HCV-C100-3
P08621719A0000|134 149|T cell receptor
P07937112A0220|134 148|recombinant Ku
P08576131A0151|134 148|38-kDa subunit
P03417668A1233|134 147|CaM-kinase II
P10850719A0680|134 147|Vbeta 23-RSSs
P10593939A0747|134 146|SR45 protein
P07935447A0972|134 145|PRE B sites
P11851941A0372|134 145|haemoglobin
P08932363A0807|134 144|E1A mutant
P09652742A0455|134 144|MMTV-c-myc
P10567538A1028|134 144|CH3 domain
P07559356T0000|134 143|fnrN gene
P09312025T0000|134 143|NF-kappaB
P10681562A0263|134 143|wild-type
P07600111A0000|134 143|HTLV-I/II
P01845899A0000|134 142|AAV gene
P08637006A0000|134 142|TBP site
P09915860A0000|134 142|Sp1 site
P11376119A0346|134 142|GHR gene
P08816507A1125|134 141|13S E1A
P09716179A0974|134 141|p21Cip1
P09767593A0130|134 141|p130Cas
P10220275A0694|134 141|Gialpha
P11583621A0301|134 141|hTAF(II
P09315678A0278|134 141|Nopp140
P11070078A1153|134 140|HPV E6
P01446828A1088|134 139|NF-E1
P08995410A1109|134 139|hPrt1
P09575217A0971|134 139|Stat5
P09795213A0129|134 139|TFIID
P03061383A0000|134 139|TEM-1
P10660069A0819|134 139|Hog1p
P10681520A0525|134 139|Cdc42
P09368006A1332|134 139|E2F-1
P08260635A0926|134 138|GapA
P08395014A1364|134 138|PPZ2
P10406459A0000|134 138|CREB
P11108720A1130|134 138|S6K2
P09874803A0000|134 138|SpeB
P08676456A0879|134 138|VP16
P08662852A1297|134 138|GRK1
P08497280A0266|134 138|SWI4
P03023970A0922|134 137|p53
P09666114A0389|134 137|G-C
P09849965A0000|134 137|hPR
P10722737A1726|134 137|Sp1
P11226752A0750|134 137|E47
P07966583A1268|134 137|Env
P07559488A0440|134 137|ERE
P09501093A0071|134 137|Ras
P08824798A0761|134 137|CRP
P08876167A0717|134 137|CDP
P09079902A0713|134 136|Pk
P09564860A2139|134 135|i
P11256962A0233|135 170|homologous GlyR alpha subunit genes
P11004369A0000|135 169|vascular endothelial growth factor
P09409774A0214|135 167|prohormone-like polypeptide SMR1
P09794795A0183|135 167|signal transducing subunit gp130
P10786671A0182|135 167|telomerase reverse transcriptase
P11112700T0000|135 166|microtubule associated proteins
P10559364A0846|135 165|polymerase processivity factor
P04033402A1112|135 162|hepatic triglyceride lipase
P09211913A0000|135 161|hypoxia-inducible factor 1
P10318806A0000|135 160|c-Jun NH2-terminal kinase
P10339552A0361|135 160|Drosophila doublesex gene
P07489502A0000|135 158|poly A-containing mRNAs
P10440923A0684|135 158|cyclin-dependent kinase
P01400401A0854|135 155|truncated AMPD3 cDNA
P06272844A0000|135 155|micrococcal nuclease
P08412665A0000|135 155|a specific repressor
P08916928A0950|135 154|PDGF beta-receptors
P09786926A0095|135 154|fatty-acid synthase
P08806817A0244|135 153|human TR2 receptor
P10497874A0925|135 153|PLC-gamma1 isozyme
P08601283A0875|135 152|type 1 deiodinase
P09884747A0477|135 149|yeast antigens
P07891708A1192|135 148|HNF-4 delta C
P09445056A0215|135 148|gp41 oligomer
P03280946A0375|135 147|lac promoter
P07642538A0138|135 146|RSK mutants
P08076631A0000|135 146|AP-1 + VDRE
P07768848A1880|135 146|cotJ operon
P09882321A0948|135 146|EBNA-3 gene
P08657157A0000|135 145|POU domain
P11486476A0147|135 145|troponin T
P09369450A1358|135 145|HNF-1 site
P10972990A0526|135 144|TK) locus
P07533858A1503|135 143|GP64 EFP
P10205588A0000|135 143|beta HSA
P08861963A0375b|135 143|cAMP-CRP
P09083291A1378|135 143|cyclin E
P07862150A0429|135 143|TGF-beta
P10747099A0507|135 142|c-CrkII
P09278441A1160|135 141|Nkx2.5
P10852485A0477|135 141|Q gene
P07891685A1051|135 140|Mig1p
P08628284A0181|135 140|TRE-1
P08977235A0588|135 140|STAT3
P10400757A0000|135 140|HIV-1
P09872832A1262|135 140|IL-12
P10444597A0586|135 140|Npl3p
P09115395A0478|135 140|Oct91
P10669633A0391|135 140|THP-1
P09220158A0537|135 140|ORF-2
P08145646T0000|135 140|nifU2
P02199311A0620|135 139|RET1
P09852005A1287|135 139|PEP1
P11003641A0811|135 139|tfg1
P09786197A0322|135 139|csrR
P07730273A1309|135 139|NarL
P09611234A0098|135 139|SMRT
P10836786A0516|135 139|MRP3
P07933066T0000|135 139|DP-1
P08497269A0999|135 139|GCN2
P10194769A0146|135 139|PREB
P08891337A0614|135 139|p300
P10476970A0542|135 139|G(i)
P07580058A0000|135 138|PAI
P10414451A0093|135 138|APC
P09024805A0905b|135 138|AP1
P09619631A0344|135 138|GAP
P11069756A2618|135 138|FAK
P08376796A0172|135 138|IgG
P08733881A0343|135 138|TSH
P09037032T0000|135 138|Rb1
P07958898A1050|135 138|Sp1
P01502157A0000|135 137|P2
P11070007A0136|135 137|Wp
P09696819A0450|135 137|ER
P08816759A0000|135 137|TR
P01524549A0241|135 137|GH
P09181130A1067|135 137|r5
P11043469A0440|135 136|T
P09892021A0712|136 176|pituitary tumor growth-regulating factor
P01713213A0488|136 171|bacterial glutathione S-transferase
P06369355A0834|136 168|trfA-encoded replication protein
P07453919A0000|136 165|alkaline and acid phosphatase
P10551879T0000|136 161|green fluorescent protein
P02143186A0867|136 160|C-terminal coding region
P08483479A1056|136 156|I) collagen promoter
P10380878A0542|136 155|histone deacetylase
P01662794A0640|136 153|N-terminal- and C
P11223246A0359|136 153|C-terminal region
P07826625X0000|136 153|C-terminal domain
P08524267A1022|136 153|myc-derived genes
P02022188A1463|136 152|a regulated gene
P02176152A0896|136 151|HSV tk promoter
P09668063A0274|136 151|Ets2 constructs
P09531549A0658|136 151|yAP180 proteins
P08602169A0484|136 150|HML alpha loci
P09022040A0263|136 150|L-plastin gene
P08486705A0181|136 149|eIF-5 protein
P10848605T0000|136 149|Eph receptors
P08749394A0874|136 149|RAM23 regions
P08471629A0816|136 148|Histone IIIS
P09790986A0689|136 148|human NRAMP2
P11034547A1355|136 148|DBH promoter
P10638607A0000|136 148|T1-3 N0-1 M0
P09882303A1984|136 148|TNF receptor
P09369482A0690|136 147|G6Pase gene
P11003653A0198|136 147|beta-globin
P09564860A2139|136 147|o) proteins
P08100843A0134|136 146|Cd22 locus
P08394019A0695|136 146|SH3 domain
P11207288A0897|136 146|peptide-Ag
P09662339A0744|136 145|CD44 mRNA
P08637717A0817|136 144|cyclin E
P10564593A0428|136 144|S1-M1-80
P11356853A0429|136 144|pHO15luc
P10200473A0171|136 143|FLAME-1
P03065141A0448|136 142|Tn3411
P10805747A0633|136 142|septin
P09190202A0166|136 142|Sec13p
P09731704A1472|136 142|ERELuc
P07537851A0891|136 141|IRF-1
P10544037A0617|136 141|FZD10
P08195216A1022|136 141|GCN4p
P09882303T0000|136 141|TRADD
P10694511A0570|136 141|Ca(2+
P07623807A0162|136 141|v-Ras
P01422265A0263|136 140|IgG4
P09418905A1396|136 140|PDGF
P08057421A1583|136 140|CBF1
P10036191A0000|136 140|TFEC
P08088777A0754|136 140|Pbx3
P10026146A0680|136 140|PrKX
P10376874A0759|136 140|eRF1
P08654435A0540|136 140|Erk2
P08649372A0755|136 140|Mbp1
P08647086T0000|136 140|Cdk7
P07984088A0592|136 140|PrfA
P09423310A0251|136 140|CD34
P08637717A1231|136 140|PCNA
P10713175A1399|136 140|Mdm2
P02473907A1338|136 139|IgE
P07525548A1380|136 139|CS1
P09197241A0770|136 139|p58
P08037338A0000|136 139|EPO
P08668210A0000|136 139|Ras
P03001353A0146|136 139|mos
P10517672A1417|136 139|NF1
P10965135A1207|136 139|MKK
P10594239A0614|136 139|Ipl
P09736770A0351|136 139|Sp3
P00512215A0000|136 138|f1
P07926775A0895|136 138|wg
P01652755A1492|136 138|RB
P01645902A1462|136 138|TK
P09858713A1174|136 138|Wg
P08879237A0744|136 137|R
P10972980A0295|136 137|C
P09889306A0321|137 180|gibbon ape leukemia virus envelope proteins
P01840513A1019|137 170|chloramphenicol acetyltransferase
P09234717A0000|137 170|receptor-coupled tyrosine kinases
P10607899A0605|137 167|estrogen receptor binding site
P10899142A0000|137 163|G protein-coupled receptor
P09172414A0000|137 162|serum and liver esterases
P09442080A0856|137 162|glutathione S-transferase
P10779508T0000|137 159|human lactoferrin gene
P07791760A0424|137 158|immune complex kinase
P11278928A1634|137 158|C/EBPepsilon isoforms
P09694514A0000|137 155|C3a peptide ligand
P11113199A0800|137 155|Delta19-25 mutants
P10782989A0575|137 155|DNA binding domain
P01329039A0951|137 154|Ig kappa E2 E-box
P08356944A0589|137 154|cyanmethemoglobin
P08882710A0000|137 154|beta (type I IFNs
P02725495A0929|137 153|metazoan U2 RNAs
P08432137A0000|137 153|pleural lysozyme
P09259315A0809|137 153|GT-IIC enhansons
P10854699A0424|137 152|FGF-AS sequence
P03024703A1036|137 151|hsp108 protein
P08063791A1370|137 149|Ras proteins
P02685565A0165|137 148|c-myb genes
P08683106A0374|137 148|STAT1 alpha
P08415637A0000|137 147|G proteins
P10744749T0000|137 147|KIX domain
P07964624A0491|137 145|P131 ORF
P06784123A0771|137 144|mu chin
P11012680A1020|137 144|PDGF-BB
P08454591A1322|137 144|NF-IL-6
P01279374A0396|137 143|PET122
P10684265T0000|137 143|SUMO-1
P10359663A1280|137 143|GATA-2
P08755898A0339|137 143|avrBs2
P08761480A0331|137 143|RPDE-6
P09224655T0000|137 143|ClC-6c
P02229068A0156|137 142|gp160
P08386318A1102|137 142|Ca(2+
P09396796A1173|137 142|CDF-1
P11438651A1365|137 142|Orc2p
P09305755A0540|137 142|C/EBP
P08955189A1198|137 142|EGR-1
P10101198A0946|137 142|mTERF
P02595451A1136|137 141|MIC1
P08030243A1011|137 141|NS35
P07687541A0992|137 141|CNR1
P09341139A0690|137 141|GRK2
P08858211A0694|137 141|Rab4
P08805338A1061|137 141|Ogg1
P02761008X0000|137 140|ChE
P09918715A1158|137 140|TBP
P10319327A1237|137 140|SRF
P08522175A0306|137 140|NAC
P08918464A0225|137 140|MEL
P11844812A0915|137 140|PSA
P11389085A1032|137 140|RET
P10564495A0444|137 140|CEA
P11056007A0224|137 140|SET
P08631934A0000|137 140|MBS
P07061350A0042|137 139|f2
P09519828A0809|137 139|E2
P08624445A0257|137 139|Ac
P10224257A0079|137 139|P2
P02118525A0737|138 184|herpes simplex virus thymidine kinase promoter
P08662936A0428|138 182|mouse embryonic TEA domain-containing factor
P07642633T0000|138 169|transcription enhancer factor-1
P08642313T0000|138 169|nuclear factor-kappa B proteins
P07720572A1584|138 168|chromosomal myoD core enhancer
P01977585A0222|138 167|cAMP-dependent protein kinase
P07854130T0000|138 162|type 4 prepilin proteins
P09275164A0000|138 161|RNA guanylyltransferase
P10423292A0782|138 161|cAMP-responsive element
P08088513A0419|138 160|U2 spliceosomal snRNAs
P08614403A0989|138 160|GAL4 response elements
P01328681A0149|138 158|LTR-binding proteins
P07936640A0900|138 156|TGF alpha promoter
P09388199A0948|138 156|DNA binding domain
P01644831A0824|138 155|nuclear receptors
P07935418A0447|138 155|nuclear receptors
P08551577A0000|138 154|envelope protein
P08063766A0595|138 153|soluble lamin B
P10919971A0606|138 153|creatine kinase
P09372924A0758|138 152|hHR23 proteins
P02647918A0588|138 151|somatomedin-C
P08207232A0503|138 150|NF-IL-6 site
P08643111A0855|138 150|chimeric LL2
P08035796A0890|138 149|eIF-2 alpha
P10727428A0000|138 149|MAP kinases
P00993176A0066|138 148|hemoglobin
P11834476A1187|138 148|hemoglobin
P09354676A1714|138 148|FGFR3 gene
P10869076A1384|138 147|rut sites
P11145590A0217|138 147|TGF-beta1
P11040101A1180|138 147|IL-1 beta
P07590283A0820|138 146|Pol beta
P09271397A1596|138 146|Sp1 site
P10767553A0100|138 146|HNF3beta
P08873063A0875|138 146|LpS1 RNA
P07966583A1268|138 144|Mlvi-4
P09488486A0000|138 144|Pol) I
P11017876A0787|138 144|mDAP-3
P09488486A0906|138 144|Pol II
P08769132A0000|138 144|hMSH-2
P00715753A0241|138 143|CK-MB
P08529654A0589|138 143|Cyp-1
P09858577A1186|138 143|Sko1p
P09049313A0116|138 143|eIF4G
P09057325A0177|138 143|Bg/II
P01538403A1058|138 143|TFIID
P03016301A0605|138 143|c-myc
P10330168A0135|138 143|Dbf4p
P07799948A0777|138 143|Raf-1
P01765095A0680|138 142|CMD1
P08836172A1382|138 142|Waf1
P08345191A1140|138 142|MCL1
P09139892A1150|138 142|dorf
P09139910A0350|138 142|nifV
P07534285A0155|138 142|BaF3
P09121433A0463|138 142|SMP1
P10066790A0497|138 142|AP-4
P09763470A1756|138 142|CREB
P07823951A1100|138 142|EKLF
P09535082A0537|138 142|PrfA
P09642214A0244|138 142|MAPK
P08189533A0919|138 142|NS53
P08621542A0535|138 142|CD28
P07559488A0440|138 142|LacZ
P08382300A0341|138 142|VP23
P09032258A0395|138 142|B7-1
P10805737T0000|138 142|eIF5
P06328504A0161|138 141|PGK
P08876167A0717|138 141|cut
P07745685A1442|138 141|CAT
P07935451T0000|138 141|p65
P09032259A0150|138 141|Ras
P10640683A0204|138 141|PKN
P10644357A0935|138 141|VP2
P11289149A0658|138 141|CBP
P10454533A0859|138 141|HRI
P10781552A0000|138 141|H(2
P10637149A0806|138 141|A-A
P10706887A0281|138 141|ALK
P08361755A0734|138 141|Tax
P09488441A0615|138 141|Sp1
P07547500A0066|138 141|p40
P08582143A0614|138 140|S1
P09029091A0881|138 140|A2
P01723619A0766|138 139|F
P01310899A0339|139 174|cytoplasmic serine/threonine kinase
P10704499A0682|139 170|nonreceptor tyrosine kinase p59
P11034547A0674|139 168|homeodomain recognition sites
P07588240A0000|139 167|IL-1 beta)-converting enzyme
P08106512A0522|139 166|interferon-alpha and -gamma
P11353774A0255|139 166|hepatocyte nuclear factor 3
P01452037A0000|139 164|triosephosphate isomerase
P10972980A0295|139 164|heterotrimeric G-proteins
P07592771A0258|139 162|alpha 1-syntrophin gene
P08228805A0540|139 162|protein tyrosine kinase
P11181516A0119|139 160|Hh-responsive regions
P08794339A1162|139 159|CREB-binding protein
P09223475A0898|139 158|HCMV early promoter
P10607566A0880|139 158|retinoid X receptor
P09834070A0793|139 155|protein kinase C
P10938135A0259|139 154|tyrosine kinase
P09228202A0581|139 153|5-HT4 receptor
P01674817T0000|139 152|RNA15 protein
P02081463A0110|139 150|protein-DNA
P08600028A1129|139 150|Myc protein
P02158927A0000|139 148|tRNA(Gly)
P08223576A1261|139 148|T protein
P09862496A0187|139 148|betaGLU I
P09731513A1090|139 148|IL-8 gene
P08914522A0118|139 148|high-gene
P09544991A0750|139 147|m-Stat5b
P08144668A0802|139 146|GPHe(P2
P08530384A0559|139 146|Oct-DNA
P10681588A0899a|139 145|ATF)-4
P10681588A0899b|139 145|ATF)-4
P11106668A0875|139 145|c-IAP1
P10611235A1927|139 144|Ste5p
P11220306A1753|139 144|hexA+
P11139148A0421|139 144|satMa
P01653238A1062|139 143|AP-1
P09045805A0945|139 143|acoK
P08918885A1087|139 143|Dig2
P11254504A0766|139 143|MyoD
P08643578A0532|139 143|lacZ
P09099745A1446|139 143|Cdk2
P08846775A0110|139 143|CLN2
P02502602A0323|139 142|p50
P11238375A0617|139 142|p38
P09837920A0222|139 142|JNK
P11145571A0788|139 142|GAS
P10627834A0178|139 142|Rex
P07711667A0766|139 142|FAB
P11168422A0248|139 142|Kp2
P01116466A0185|139 141|IX
P10414451A0093|139 140|R
P11564893A1068|139 140|R
P10679065A0711|140 188|MAPK-activated protein kinase-2 immune complexes
P10406459A0000|140 179|cAMP-responsive element-binding protein
P10749145T0000|140 177|extracellular signal-regulated kinase
P10487759A0630|140 175|Xbra2 promoter-driven reporter gene
P07784197A0827|140 172|TGF-beta 1 dependent RNA-protein
P10691972T0000|140 170|multidrug resistance protein 3
P06185493A0468|140 169|bovine muscle pyruvate kinase
P10441506A0098|140 169|leucine-zipper like sequences
P07797583A0222|140 169|transcription initiation site
P08383217A0357|140 168|C-terminal activation domain
P07672821A0763|140 165|factor H-related proteins
P08429019A2022|140 164|ABF-1 consensus sequence
P08291233A0000|140 162|Rous sarcoma virus LTR
P11069756A2618|140 161|focal adhesion kinase
P09252406A0511|140 160|phospholipase Cgamma
P08641705A0986|140 159|Hbs Lepore or Kenya
P09234743A0475|140 159|C) binding proteins
P03076124A0496|140 158|HMG CoA) reductase
P08280476A0602|140 156|ETS-binding site
P11152521A0181|140 156|primase-helicase
P10712618A0181|140 156|Escherichia coli
P01309587A0715|140 153|c-myb protein
P07172690A0547|140 151|Ca++-ATPase
P08605931A0777|140 151|U1A protein
P07936650A0656|140 150|Ets-1-beta
P09829843A0819|140 150|rHu GM-CSF
P10532805A1084|140 150|nrg-1 mRNA
P11160307A0394|140 150|CH3 domain
P08552093A0657|140 149|Gq family
P10871045A1221|140 149|C/EBPbeta
P10874044A0647|140 147|pE1-luc
P09162097A0776|140 146|LPAM-1
P07708058A0178|140 145|c-jun
P09710599T0000|140 145|c-fms
P10359575A0317|140 145|bIgG2
P10611225A1127|140 145|eIF4A
P09197241A0770|140 145|c-fgr
P09165004A1700|140 145|Elk-1
P10229668A0560|140 145|eIF4E
P01333053A0110|140 144|ACTH
P09261184A0170|140 144|NF-Y
P02110145T0000|140 144|CfiA
P09723896A0000|140 144|PPRE
P10894816A0836|140 144|IL-6
P07958898A1050|140 144|VP16
P09339900A0939|140 144|PEA3
P01549129A0356|140 143|Src
P09652736A1205|140 143|E2F
